COUSUBFP,NAMELSAD,Place Name,Label
93042,Rockwood precinct,Randolph County,None
93834,Wine Hill precinct,Randolph County,None
7458,Bourbon township,Douglas County,None
90072,Alsey precinct,Scott County,None
90468,Bloomfield precinct,Scott County,None
91368,Glasgow precinct,Scott County,None
92016,Manchester precinct,Scott County,None
7497,Bowdre township,Douglas County,None
10604,Camargo township,Douglas County,None
28755,Garrett township,Douglas County,None
51427,Murdock township,Douglas County,None
52636,Newman township,Douglas County,None
67730,Sargent township,Douglas County,None
76420,Tuscola township,Douglas County,None
72962,Stonington township,Christian County,None
3428,Bald Hill township,Jefferson County,None
6496,Blissville township,Jefferson County,None
11670,Casner township,Jefferson County,None
20227,Dodds township,Jefferson County,None
23334,Elk Prairie township,Jefferson County,None
25648,Farrington township,Jefferson County,None
25986,Field township,Jefferson County,None
30731,Grand Prairie township,Jefferson County,None
92052,Merritt precinct,Scott County,None
92250,Naples-Bluffs precinct,Scott County,None
93780,Winchester No. 1 precinct,Scott County,None
93798,Winchester No. 2 precinct,Scott County,None
45512,McClellan township,Jefferson County,None
50348,Moores Prairie township,Jefferson County,None
51193,Mount Vernon township,Jefferson County,None
58564,Pendleton township,Jefferson County,None
65377,Rome township,Jefferson County,None
69511,Shiloh township,Jefferson County,None
72039,Spring Garden township,Jefferson County,None
79514,Webber township,Jefferson County,None
90702,Central precinct,Randolph County,None
90864,Coulterville precinct,Randolph County,None
92358,Palestine precinct,Randolph County,None
93240,Steeleville precinct,Randolph County,None
93438,Tilden precinct,Randolph County,None
90306,Baldwin precinct,Randolph County,None
91170,Ellis Grove precinct,Randolph County,None
6769,Blue Mound township,Macon County,In the Pipeline
18836,Decatur township,Macon County,In the Pipeline
93816,Winchester No. 3 precinct,Scott County,None
23750,El Paso township,Woodford County,None
48372,Menominee township,Jo Daviess County,None
53208,Nora township,Jo Daviess County,None
27988,Friends Creek township,Macon County,In the Pipeline
33240,Harristown township,Macon County,In the Pipeline
34527,Hickory Point township,Macon County,None
44511,Long Creek township,Macon County,In the Pipeline
47085,Maroa township,Macon County,In the Pipeline
51219,Mount Zion township,Macon County,None
19096,Deer Park township,La Salle County,None
31914,Groveland township,La Salle County,None
77623,Vermillion township,La Salle County,None
60664,Pleasant Valley township,Jo Daviess County,None
62926,Rawlins township,Jo Daviess County,None
14858,Clear Lake township,Sangamon County,In the Pipeline
18160,Curran township,Sangamon County,In the Pipeline
28651,Gardner township,Sangamon County,In the Pipeline
8784,Brookville township,Ogle County,None
63472,Rice township,Jo Daviess County,None
66326,Rush township,Jo Daviess County,None
67938,Scales Mound township,Jo Daviess County,None
52974,Niantic township,Macon County,In the Pipeline
54859,Oakley township,Macon County,In the Pipeline
71357,South Wheatland township,Macon County,None
81464,Whitmore township,Macon County,In the Pipeline
75146,Thompson township,Jo Daviess County,None
78799,Wards Grove township,Jo Daviess County,None
78864,Warren township,Jo Daviess County,None
80359,West Galena township,Jo Daviess County,None
82907,Woodbine township,Jo Daviess County,None
78084,Vinegar Hill township,Jo Daviess County,None
93484,Union precinct,Union County,None
21449,Eagle Creek township,Gallatin County,None
24361,Equality township,Gallatin County,None
30302,Gold Hill township,Gallatin County,None
53702,North Fork township,Gallatin County,None
1959,Arenzville township,Cass County,None
2518,Ashland township,Cass County,None
4364,Beardstown township,Cass County,None
56016,Omaha township,Gallatin County,None
64031,Ridgway township,Gallatin County,None
69069,Shawnee township,Gallatin County,None
91712,Jacksonville No. 2 precinct,Morgan County,None
14299,Christy township,Lawrence County,None
45200,Lukin township,Lawrence County,None
32148,Hagener township,Cass County,None
52662,Newmansville township,Cass County,None
57550,Panther Creek township,Cass County,None
59481,Philadelphia township,Cass County,None
78214,Virginia township,Cass County,None
92484,Pisgah precinct,Morgan County,None
9421,Buffalo township,Ogle County,Current Clients
10253,Byron township,Ogle County,Current Clients
19382,Dement township,Ogle County,Current Clients
21501,Eagle Point township,Ogle County,Current Clients
26298,Flagg township,Ogle County,Current Clients
30718,Grand Detour township,Ogle County,None
40650,Lafayette township,Ogle County,Current Clients
42470,Leaf River township,Ogle County,Current Clients
43549,Lincoln township,Ogle County,None
45382,Lynnville township,Ogle County,Current Clients
46903,Marion township,Ogle County,Current Clients
47358,Maryland township,Ogle County,Current Clients
50049,Monroe township,Ogle County,Current Clients
51011,Mount Morris township,Ogle County,Current Clients
56504,Oregon-Nashua township,Ogle County,None
59975,Pine Rock township,Ogle County,None
90054,Alexander precinct,Morgan County,None
90234,Arcadia precinct,Morgan County,None
91711,Jacksonville No. 1 precinct,Morgan County,None
91713,Jacksonville No. 3 precinct,Morgan County,None
91714,Jacksonville No. 4 precinct,Morgan County,None
65182,Rockvale township,Ogle County,Current Clients
81399,White Rock township,Ogle County,Current Clients
83492,Woosung township,Ogle County,None
906,Allison township,Lawrence County,None
66378,Russell township,Lawrence County,None
8199,Bridgeport township,Lawrence County,None
68835,Shabbona township,DeKalb County,None
70473,Somonauk township,DeKalb County,None
90126,Anna District 1 precinct,Union County,None
90144,Anna District 2 precinct,Union County,None
90162,Anna District 3 precinct,Union County,None
90216,Anna District 6 precinct,Union County,None
23646,Elmira township,Stark County,None
51993,Neoga township,Cumberland County,None
76641,Union township,Cumberland County,None
3246,Ayers township,Champaign County,None
90576,Cache precinct,Alexander County,None
44251,Locust township,Christian County,None
68302,Scott township,Ogle County,Current Clients
56276,Ora township,Jackson County,None
386,Afton township,DeKalb County,None
14988,Clinton township,DeKalb County,None
16483,Cortland township,DeKalb County,None
19174,DeKalb township,DeKalb County,None
32265,Hall township,Bureau County,None
45928,Macon township,Bureau County,None
27650,Franklin township,DeKalb County,None
28911,Genoa township,DeKalb County,None
40078,Kingston township,DeKalb County,None
46292,Malta township,DeKalb County,None
47696,Mayfield township,DeKalb County,None
48983,Milan township,DeKalb County,None
58200,Paw Paw township,DeKalb County,None
59676,Pierce township,DeKalb County,None
67561,Sandwich township,DeKalb County,None
70837,South Grove township,DeKalb County,None
74236,Sycamore township,DeKalb County,None
73365,Sugar Creek township,Clinton County,None
27832,Freedom township,Carroll County,None
27195,Foster township,Marion County,None
93640,Waverly No. 1 precinct,Morgan County,None
72598,Stevenson township,Marion County,None
6626,Bloomington township,McLean County,Current Clients
6639,Bloomington City township,McLean County,None
12905,Cheney's Grove township,McLean County,Current Clients
24140,Empire township,McLean County,Current Clients
36451,Hudson township,McLean County,Current Clients
91278,Franklin precinct,Morgan County,None
91715,Jacksonville No. 5 precinct,Morgan County,None
11436,Carrigan township,Marion County,None
32187,Haines township,Marion County,None
47826,Meacham township,Marion County,None
62445,Raccoon township,Marion County,None
65240,Rocky Run-Wilcox township,Hancock County,None
16574,Cotton Hill township,Sangamon County,In the Pipeline
25323,Fancy Creek township,Sangamon County,In the Pipeline
17250,Crane Creek township,Mason County,None
39870,Kilbourne township,Mason County,None
67353,Salt Creek township,Mason County,None
69329,Sherman township,Mason County,None
15482,Colfax township,Champaign County,Current Clients
15976,Compromise township,Champaign County,Current Clients
24569,Evans township,Marshall County,None
16080,Condit township,Champaign County,Current Clients
17588,Crittenden township,Champaign County,Current Clients
55288,Ogden township,Champaign County,Current Clients
59286,Pesotum township,Champaign County,Current Clients
93050,Rosiclare precinct,Hardin County,None
42093,La Prairie township,Marshall County,None
63589,Richland township,Marshall County,None
67691,Saratoga township,Marshall County,None
59546,Philo township,Champaign County,Current Clients
72273,Stanton township,Champaign County,Current Clients
75627,Tolono township,Champaign County,Current Clients
81230,Whitefield township,Marshall County,None
37946,Iuka township,Marion County,None
1348,Amity township,Livingston County,None
29106,Germanville township,Livingston County,None
6483,Blandinsville township,McDonough County,None
12333,Chalmers township,McDonough County,None
24101,Emmet township,McDonough County,None
45902,Macomb township,McDonough County,None
45915,Macomb City township,McDonough County,None
21566,East Bend township,Champaign County,None
33422,Harwood township,Champaign County,None
39688,Kerr township,Champaign County,None
46149,Mahomet township,Champaign County,Current Clients
52376,Newcomb township,Champaign County,Current Clients
62952,Raymond township,Champaign County,Current Clients
68250,Scotland township,McDonough County,None
2908,Auburn township,Clark County,None
66547,Sadorus township,Champaign County,Current Clients
68289,Scott township,Champaign County,Current Clients
69888,Sidney township,Champaign County,Current Clients
70863,South Homer township,Champaign County,None
92995,Rock precinct,Hardin County,None
37023,Illini township,Macon County,In the Pipeline
12398,Champaign township,Champaign County,Current Clients
12411,Champaign City township,Champaign County,None
18121,Cunningham township,Champaign County,None
51076,Mount Pleasant township,Whiteside County,None
19941,Dillon township,Tazewell County,In the Pipeline
36139,Hopedale township,Tazewell County,None
34189,Hensley township,Champaign County,None
45187,Ludlow township,Champaign County,Current Clients
62796,Rantoul township,Champaign County,Current Clients
66963,St. Joseph township,Champaign County,None
70382,Somer township,Champaign County,Current Clients
77018,Urbana township,Champaign County,Current Clients
9057,Bruce township,La Salle County,None
27845,Freedom township,La Salle County,None
21709,East Eldorado township,Saline County,None
28274,Galatia township,Saline County,None
83076,Woodland township,Carroll County,None
66456,Rutland township,La Salle County,None
33149,Harrisburg township,Saline County,None
93420,Thebes precinct,Alexander County,None
71136,South Palmyra township,Macoupin County,None
10357,Cahokia township,Macoupin County,None
71123,South Otter township,Macoupin County,None
13178,Chesterfield township,Macoupin County,None
29249,Gillespie township,Macoupin County,None
20383,Dorchester township,Macoupin County,None
3792,Barr township,Macoupin County,None
70200,Smallwood township,Jasper County,None
60677,Pleasant View township,Macon County,In the Pipeline
41885,Lancaster township,Stephenson County,None
69953,Silver Creek township,Stephenson County,None
37205,Independence township,Saline County,None
44485,Long Branch township,Saline County,None
62601,Raleigh township,Saline County,None
63030,Rector township,Saline County,None
74509,Tate township,Saline County,None
50842,Mount Auburn township,Christian County,None
90432,Blairsville precinct,Williamson County,None
91062,East Marion precinct,Williamson County,None
91548,Grassy precinct,Williamson County,None
93690,West Marion precinct,Williamson County,None
66222,Rozetta township,Henderson County,None
23932,Elwood township,Vermilion County,None
28339,Galesburg township,Knox County,In the Pipeline
34020,Henderson township,Knox County,In the Pipeline
56315,Orange township,Knox County,In the Pipeline
91566,Greenview No. 6 precinct,Menard County,None
92286,Oakford No. 9 precinct,Menard County,None
93096,Sandridge No. 8 precinct,Menard County,None
24478,Essex township,Stark County,None
30627,Goshen township,Stark County,None
360,Aetna township,Logan County,None
23282,Elkhart township,Logan County,None
56705,Orvil township,Logan County,None
61574,Prairie Creek township,Logan County,None
80593,West Lincoln township,Logan County,None
91476,Grand Chain precinct,Pulaski County,None
93474,Ullin precinct,Pulaski County,None
93564,Villa Ridge precinct,Pulaski County,None
91224,Exeter-Bluffs precinct,Scott County,None
47631,May township,Christian County,None
83700,Wysox township,Carroll County,None
38882,Kane township,Greene County,None
64824,Rockbridge township,Greene County,None
81269,White Hall township,Greene County,None
90346,Belknap precinct,Johnson County,None
90594,Cache precinct,Johnson County,None
91458,Goreville No. 2 precinct,Johnson County,None
93456,Tunnel Hill precinct,Johnson County,None
24387,Erie township,Whiteside County,In the Pipeline
45291,Lyndon township,Whiteside County,None
58603,Penn township,Stark County,None
80489,West Jersey township,Stark County,None
6678,Blount township,Vermilion County,None
10162,Butler township,Vermilion County,None
11449,Carroll township,Vermilion County,None
11787,Catlin township,Vermilion County,None
52857,Newton township,Whiteside County,In the Pipeline
61262,Portland township,Whiteside County,None
90972,Dongola District 1 precinct,Union County,None
2544,Ashley township,Washington County,None
4442,Beaucoup township,Washington County,None
7172,Bolo township,Washington County,None
20877,Du Bois township,Washington County,None
37790,Irvington township,Washington County,None
3194,Avoca township,Livingston County,None
4780,Belle Prairie township,Livingston County,None
8888,Broughton township,Livingston County,None
12606,Charlotte township,Livingston County,None
12723,Chatsworth township,Livingston County,None
21371,Dwight township,Livingston County,None
28443,Galva township,Henry County,None
90504,Bremen precinct,Randolph County,None
90738,Chester precinct,Randolph County,None
91206,Evansville precinct,Randolph County,None
92520,Prairie du Rocher precinct,Randolph County,None
92970,Red Bud precinct,Randolph County,None
93060,Ruma precinct,Randolph County,None
93222,Sparta precinct,Randolph County,None
18576,Danville township,Vermilion County,None
28976,Georgetown township,Vermilion County,None
30965,Grant township,Vermilion County,None
38453,Johannisburg township,Washington County,None
44108,Lively Grove township,Washington County,None
51713,Nashville township,Washington County,None
59858,Pilot Knob township,Washington County,None
60807,Plum Hill township,Washington County,None
42951,LeRoy township,Boone County,In the Pipeline
46318,Manchester township,Boone County,In the Pipeline
61158,Poplar Grove township,Boone County,In the Pipeline
44953,Love township,Vermilion County,None
45772,McKendree township,Vermilion County,None
48775,Middlefork township,Vermilion County,None
63732,Richview township,Washington County,None
24309,Eppards Point township,Livingston County,None
24426,Esmen township,Livingston County,None
71578,Spring township,Boone County,In the Pipeline
12996,Cherry Grove-Shannon township,Carroll County,None
24881,Fairhaven township,Carroll County,None
25700,Fayette township,Livingston County,None
27039,Forrest township,Livingston County,None
37244,Indian Grove township,Livingston County,None
44589,Long Point township,Livingston County,None
52077,Nevada township,Livingston County,None
52883,Newtown township,Livingston County,None
55184,Odell township,Livingston County,None
50894,Mount Carroll township,Carroll County,None
11631,Casey township,Clark County,None
24088,Emma township,White County,None
33591,Hawthorne township,White County,None
49360,Mill Shoals township,White County,None
64892,Rock Creek-Lima township,Carroll County,None
67210,Salem township,Carroll County,None
67834,Savanna township,Carroll County,None
79020,Washington township,Carroll County,None
83908,York township,Carroll County,None
52454,Newell township,Vermilion County,None
55015,Oakwood township,Vermilion County,None
59832,Pilot township,Vermilion County,None
57056,Owego township,Livingston County,None
59780,Pike township,Livingston County,None
60612,Pleasant Ridge township,Livingston County,None
61028,Pontiac township,Livingston County,None
63017,Reading township,Livingston County,None
65988,Round Grove township,Livingston County,None
1504,Andover township,Henry County,None
80190,Western township,Henry County,None
69849,Sidell township,Vermilion County,None
71227,South Ross township,Vermilion County,None
7562,Bowling Green township,Fayette County,None
39116,Kaskaskia township,Fayette County,None
69017,Sharon township,Fayette County,None
67808,Saunemin township,Livingston County,None
73482,Sullivan township,Livingston County,None
76680,Union township,Livingston County,None
90288,Balcom precinct,Union County,None
90756,Cobden District 1 precinct,Union County,None
90666,Cave-In-Rock precinct,Hardin County,None
91998,McFarlan precinct,Hardin County,None
92170,Monroe precinct,Hardin County,None
90774,Cobden District 2 precinct,Union County,None
90990,Dongola District 2 precinct,Union County,None
77304,Vance township,Vermilion County,None
11891,Cedar township,Knox County,In the Pipeline
13217,Chestnut township,Knox County,In the Pipeline
16275,Copley township,Knox County,In the Pipeline
22879,Elba township,Knox County,In the Pipeline
33552,Haw Creek township,Knox County,In the Pipeline
37361,Indian Point township,Knox County,In the Pipeline
40403,Knox township,Knox County,In the Pipeline
46708,Maquon township,Knox County,In the Pipeline
9122,Brushy township,Saline County,None
16535,Cottage township,Saline County,None
70967,South Macon township,Macon County,In the Pipeline
93276,Stone Church precinct,Hardin County,None
56172,Ontario township,Knox County,In the Pipeline
59221,Persifer township,Knox County,In the Pipeline
64161,Rio township,Knox County,In the Pipeline
67223,Salem township,Knox County,In the Pipeline
71435,Sparta township,Knox County,In the Pipeline
7731,Bradley township,Jackson County,None
91872,Lick Creek precinct,Union County,None
92142,Mill Creek precinct,Union County,None
93258,Stokes precinct,Union County,None
5105,Belvidere township,Boone County,In the Pipeline
14884,Clement township,Clinton County,None
7302,Bonus township,Boone County,In the Pipeline
7328,Boone township,Boone County,None
10435,Caledonia township,Boone County,None
38180,Jamaica township,Vermilion County,None
5638,Bethel township,McDonough County,None
76303,Truro township,Knox County,In the Pipeline
77824,Victoria township,Knox County,In the Pipeline
11306,Carmi township,White County,None
23789,Elsah township,Jersey County,None
19629,De Soto township,Jackson County,None
27260,Fountain Bluff township,Jackson County,None
40104,Kinkaid township,Jackson County,None
10123,Bushnell township,McDonough County,None
15391,Colchester township,McDonough County,None
22996,Eldorado township,McDonough County,None
45265,Lynchburg township,Mason County,None
35333,Hire township,McDonough County,None
37452,Industry township,McDonough County,None
93312,Sugar Grove No. 5 precinct,Menard County,None
8914,Brown township,Champaign County,Current Clients
40741,Lagrange township,Bond County,None
55730,Old Ripley township,Bond County,None
74418,Tamalco township,Bond County,None
503,Alba township,Henry County,None
1582,Annawan township,Henry County,None
2739,Atkinson township,Henry County,None
9824,Burns township,Henry County,None
15040,Clover township,Henry County,None
15677,Colona township,Henry County,None
16444,Cornwall township,Henry County,None
22476,Edford township,Henry County,None
28859,Geneseo township,Henry County,None
32642,Hanna township,Henry County,None
39740,Kewanee township,Henry County,None
44732,Loraine township,Henry County,None
15014,Clintonia township,De Witt County,None
17302,Creek township,De Witt County,None
93156,Shelby No. 2 precinct,Edwards County,None
33058,Harp township,De Witt County,None
45304,Lynn township,Henry County,None
51388,Munson township,Henry County,None
56809,Osco township,Henry County,None
57108,Oxford township,Henry County,None
59462,Phenix township,Henry County,None
79722,Weller township,Henry County,None
80983,Wethersfield township,Henry County,None
84012,Yorktown township,Henry County,None
60300,Plainfield township,Will County,None
63108,Reed township,Will County,None
76212,Troy township,Will County,In the Pipeline
79059,Washington township,Will County,None
79865,Wesley township,Will County,None
18433,Dallas City township,Hancock County,None
51804,Nauvoo township,Hancock County,None
74769,Texas township,De Witt County,None
76342,Tunbridge township,De Witt County,None
78786,Wapella township,De Witt County,None
59845,Pilot Grove township,Hancock County,None
61093,Pontoosuc township,Hancock County,None
16262,Cooperstown township,Brown County,None
82140,Wilson township,De Witt County,None
72793,Stockton township,Jo Daviess County,None
11241,Carlyle township,Clinton County,None
40871,Lake township,Clinton County,None
2466,Ash Grove township,Shelby County,None
39818,Kickapoo township,Peoria County,Current Clients
48099,Medina township,Peoria County,Current Clients
90612,Cairo precinct,Alexander County,None
93402,Tamms precinct,Alexander County,None
72182,Squaw Grove township,DeKalb County,None
3051,Austin township,Macon County,In the Pipeline
81035,Wheatland township,Will County,None
82114,Wilmington township,Will County,None
12580,Charleston township,Coles County,None
36880,Hutton township,Coles County,None
90018,Adkins precinct,Massac County,None
91026,East Brooklyn precinct,Massac County,None
5235,Bennington township,Marshall County,None
3090,Aux Sable township,Grundy County,None
59663,Pickaway township,Shelby County,None
5313,Benton township,Franklin County,None
19421,Denning township,Franklin County,None
76576,Tyrone township,Franklin County,None
91494,Grant precinct,Massac County,None
91638,Hillerman precinct,Massac County,None
29028,German township,Richland County,None
46006,Madison township,Richland County,None
61847,Preston township,Richland County,None
68783,Seward township,Winnebago County,In the Pipeline
90198,Anna District 5 precinct,Union County,None
69615,Shirland township,Winnebago County,In the Pipeline
36152,Hopewell township,Marshall County,None
7653,Braceville township,Grundy County,None
24400,Erienna township,Grundy County,None
25778,Felix township,Grundy County,None
28677,Garfield township,Grundy County,None
82335,Windsor township,Shelby County,None
91692,Jackson precinct,Massac County,None
92088,Metropolis No. 2 precinct,Massac County,None
92106,Metropolis No. 3 precinct,Massac County,None
93672,West Brooklyn precinct,Massac County,None
26441,Flora township,Boone County,In the Pipeline
3753,Barnhill township,Wayne County,None
64876,Rock Creek township,Hancock County,None
67054,St. Mary township,Hancock County,None
30432,Goodfarm township,Grundy County,None
31381,Greenfield township,Grundy County,None
34657,Highland township,Grundy County,None
46175,Maine township,Grundy County,None
34176,Henry township,Marshall County,None
4559,Bedford township,Wayne County,None
5521,Berry township,Wayne County,None
47800,Mazon township,Grundy County,None
91260,Franklin precinct,Massac County,None
91656,Indian Creek No. 7 precinct,Menard County,None
70499,Sonora township,Hancock County,None
36854,Hutsonville township,Crawford County,None
41833,Lamotte township,Crawford County,None
50205,Montgomery township,Crawford County,None
64720,Robinson township,Crawford County,None
71344,Southwest township,Crawford County,None
79345,Wauponsee township,Grundy County,None
50504,Morris township,Grundy County,None
52038,Nettle Creek township,Grundy County,None
27364,Four Mile township,Wayne County,None
28534,Garden Hill township,Wayne County,None
31953,Grover township,Wayne County,None
34501,Hickory Hill township,Wayne County,None
53286,Norman township,Grundy County,None
77850,Vienna township,Grundy County,None
37387,Indian Prairie township,Wayne County,None
72585,Steuben township,Marshall County,None
2700,Athensville township,Greene County,None
38258,Jasper township,Wayne County,None
39285,Keith township,Wayne County,None
6860,Bluffdale township,Greene County,None
43809,Linder township,Greene County,None
91674,Irish Grove No. 4 precinct,Menard County,None
41755,Lamard township,Wayne County,None
47501,Massilon township,Wayne County,None
92441,Petersburg West No. 16 precinct,Menard County,None
91908,Lincoln precinct,Massac County,None
23152,Eliza township,Mercer County,None
31342,Greene township,Mercer County,None
57290,Palestine township,Woodford County,None
57537,Panola township,Woodford County,None
58018,Partridge township,Woodford County,None
71611,Spring Bay township,Woodford County,None
83544,Worth township,Woodford County,None
66729,St. Clair township,St. Clair County,None
50946,Mount Erie township,Wayne County,None
56367,Orchard township,Wayne County,None
56510,Orel township,Wayne County,None
64603,Roanoke township,Woodford County,None
2297,Arrington township,Wayne County,None
92502,Point precinct,Calhoun County,None
48476,Meridian township,Clinton County,None
77174,Valley township,Stark County,None
30146,Gold township,Bureau County,None
27897,Freeport township,Stephenson County,None
82556,Winslow township,Stephenson County,None
7198,Bond township,Lawrence County,None
19395,Denison township,Lawrence County,None
42379,Lawrence township,Lawrence County,None
59377,Petty township,Lawrence County,None
9226,Buckeye township,Stephenson County,None
44758,Loran township,Stephenson County,None
2648,Astoria township,Fulton County,None
3584,Banner township,Fulton County,None
5469,Bernadotte township,Fulton County,None
9265,Buckheart township,Fulton County,None
2596,Ashton township,Lee County,None
65143,Rock Run township,Stephenson County,None
11020,Canton township,Fulton County,None
23542,Ellisville township,Fulton County,None
25076,Fairview township,Fulton County,None
25427,Farmers township,Fulton County,None
38713,Joshua township,Fulton County,None
27695,Franklin Grove township,Lee County,None
20175,Dixon township,Lee County,None
21865,East Grove township,Lee County,None
32447,Hamilton township,Lee County,None
46890,Marion township,Lee County,None
47644,May township,Lee County,None
30094,Godfrey village,Madison County,None
51960,Nelson township,Lee County,None
57316,Palmyra township,Lee County,None
70694,South Dixon township,Lee County,None
73300,Sublette township,Lee County,None
78110,Viola township,Lee County,None
81971,Willow Creek township,Lee County,None
81711,Will township,Will County,None
68757,Seward township,Kendall County,In the Pipeline
68757,Seward township,Kendall County,In the Pipeline
59065,Peotone township,Will County,None
7536,Bowlesville township,Gallatin County,None
65624,Roscoe township,Winnebago County,In the Pipeline
9915,Burritt township,Winnebago County,In the Pipeline
13087,Cherry Valley township,Winnebago County,In the Pipeline
90792,Coffee precinct,Wabash County,None
91854,Lancaster precinct,Wabash County,None
21293,Durand township,Winnebago County,In the Pipeline
32928,Harlem township,Winnebago County,In the Pipeline
33188,Harrison township,Winnebago County,In the Pipeline
42054,Laona township,Winnebago County,In the Pipeline
57069,Owen township,Winnebago County,In the Pipeline
65013,Rockford township,Winnebago County,In the Pipeline
65169,Rockton township,Winnebago County,In the Pipeline
82504,Winnebago township,Winnebago County,None
1686,Apple River township,Jo Daviess County,None
5495,Berreman township,Jo Daviess County,None
18355,Dakota township,Stephenson County,None
24413,Erin township,Stephenson County,None
26506,Florence township,Stephenson County,None
91242,Fancy Prairie No. 3 precinct,Menard County,None
91782,Jonesboro District 2 precinct,Union County,None
90180,Anna District 4 precinct,Union County,None
16639,Council Hill township,Jo Daviess County,None
19551,Derinda township,Jo Daviess County,None
21202,Dunleith township,Jo Daviess County,None
23178,Elizabeth township,Jo Daviess County,None
31979,Guilford township,Jo Daviess County,None
32720,Hanover township,Jo Daviess County,None
32902,Harlem township,Stephenson County,None
38284,Jefferson township,Stephenson County,None
39610,Kent township,Stephenson County,None
56120,Oneco township,Stephenson County,None
65065,Rock Grove township,Stephenson County,None
91792,Jonesboro District 3 precinct,Union County,None
90224,Anna District 7 precinct,Union County,None
78318,Waddams township,Stephenson County,None
80788,West Point township,Stephenson County,None
5157,Bement township,Piatt County,None
91314,Friendsville precinct,Wabash County,None
92214,Mount Carmel precinct,Wabash County,None
53247,Normal township,McLean County,Current Clients
53052,Nilwood township,Macoupin County,None
93582,Wabash precinct,Wabash County,None
90810,Compton precinct,Wabash County,None
30523,Goose Creek township,Piatt County,None
50257,Monticello township,Piatt County,None
67587,Sangamon township,Piatt County,None
81906,Willow Branch township,Piatt County,None
11280,Carman township,Henderson County,None
29444,Gladstone township,Henderson County,None
44394,Lomax township,Henderson County,None
7289,Bonpas township,Richland County,None
55925,Olney township,Richland County,None
67639,Santa Anna township,De Witt County,None
48086,Media township,Henderson County,None
56250,Oquawka township,Henderson County,None
73274,Stronghurst township,Henderson County,None
45330,Lynn township,Knox County,In the Pipeline
64187,Ripley township,Brown County,None
3714,Barnett township,De Witt County,None
19785,De Witt township,De Witt County,None
66469,Rutledge township,De Witt County,None
59897,Pine Creek township,Ogle County,Current Clients
59897,Pine Creek township,Ogle County,Current Clients
74730,Terre Haute township,Henderson County,None
22632,Edgington township,Rock Island County,In the Pipeline
10656,Cambridge township,Henry County,None
750,Alhambra township,Madison County,In the Pipeline
27130,Fort Russell township,Madison County,In the Pipeline
32421,Hamel township,Madison County,In the Pipeline
46877,Marine township,Madison County,In the Pipeline
52428,New Douglas township,Madison County,In the Pipeline
63407,Reynolds township,Lee County,None
55834,Olive township,Madison County,In the Pipeline
60014,Pin Oak township,Madison County,In the Pipeline
66872,St. Jacob township,Madison County,In the Pipeline
83284,Wood River township,Madison County,In the Pipeline
4910,Bellflower township,McLean County,Current Clients
18381,Dale township,McLean County,Current Clients
20656,Downs township,McLean County,Current Clients
42652,Leef township,Madison County,In the Pipeline
74288,Symmes township,Edgar County,None
10032,Burton township,McHenry County,None
16314,Coral township,McHenry County,None
33305,Hartland township,McHenry County,None
3025,Aurora township,Kane County,None
66716,St. Charles township,Kane County,None
58421,Pecatonica township,Winnebago County,In the Pipeline
91840,Lake No. 1 precinct,Johnson County,None
93546,Vienna No. 2 precinct,Johnson County,None
91842,Lake No. 2 precinct,Johnson County,None
5872,Big Grove township,Kendall County,In the Pipeline
8368,Bristol township,Kendall County,In the Pipeline
8368,Bristol township,Kendall County,In the Pipeline
27416,Fox township,Kendall County,In the Pipeline
27416,Fox township,Kendall County,In the Pipeline
27416,Fox township,Kendall County,In the Pipeline
44043,Little Rock township,Kendall County,In the Pipeline
44043,Little Rock township,Kendall County,In the Pipeline
90450,Bloomfield precinct,Johnson County,None
51531,Na-Au-Say township,Kendall County,None
80736,West Peoria city,Peoria County,None
65195,Rockville township,Kankakee County,None
93206,South Jacksonville No. 1 precinct,Morgan County,None
9291,Buckhorn township,Brown County,None
23308,Elkhorn township,Brown County,None
90558,Burnside precinct,Johnson County,None
91188,Elvira precinct,Johnson County,None
91440,Goreville No. 1 precinct,Johnson County,None
91512,Grantsburg No. 1 precinct,Johnson County,None
58538,Pembroke township,Kankakee County,None
59819,Pilot township,Kankakee County,None
66651,St. Anne township,Kankakee County,None
73690,Sumner township,Kankakee County,None
91530,Grantsburg No. 2 precinct,Johnson County,None
92340,Ozark precinct,Johnson County,None
39714,Kerton township,Fulton County,None
42574,Lee township,Fulton County,None
43068,Lewistown township,Fulton County,None
93168,Simpson precinct,Johnson County,None
93528,Vienna No. 1 precinct,Johnson County,None
93552,Vienna No. 3 precinct,Johnson County,None
44134,Liverpool township,Fulton County,None
893,Allin township,McLean County,Current Clients
1374,Anchor township,McLean County,Current Clients
2369,Arrowsmith township,McLean County,Current Clients
2245,Aroma township,Kankakee County,None
7484,Bourbonnais township,Kankakee County,None
33266,Harter township,Clay County,None
36087,Hoosier township,Clay County,None
42158,Larkinsburg township,Clay County,None
56588,Orion township,Fulton County,None
60430,Pleasant township,Fulton County,None
62276,Putman township,Fulton County,None
93210,South Jacksonville No. 3 precinct,Morgan County,None
93208,South Jacksonville No. 2 precinct,Morgan County,None
76667,Union township,Fulton County,None
15404,Coldbrook township,Warren County,None
23516,Ellison township,Warren County,None
26610,Floyd township,Warren County,None
77798,Victor township,DeKalb County,None
31277,Greenbush township,Warren County,None
92232,Murrayville precinct,Morgan County,None
1465,Anderson township,Clark County,None
