STATEFP,COUNTYFP,NAMELSAD,COUSUBFP
17,019,South Homer township,70863
17,069,Rock precinct,92995
17,115,Illini township,37023
17,019,Champaign township,12398
17,019,Champaign City township,12411
17,019,Cunningham township,18121
17,195,Mount Pleasant township,51076
17,179,Dillon township,19941
17,179,Hopedale township,36139
17,019,Hensley township,34189
17,019,Ludlow township,45187
17,019,Rantoul township,62796
17,019,St. Joseph township,66963
17,019,Somer township,70382
17,019,Urbana township,77018
17,099,Bruce township,09057
17,099,Freedom township,27845
17,165,East Eldorado township,21709
17,165,Galatia township,28274
17,015,Woodland township,83076
17,099,Rutland township,66456
17,165,Harrisburg township,33149
17,003,Thebes precinct,93420
17,117,South Palmyra township,71136
17,117,Cahokia township,10357
17,117,South Otter township,71123
17,117,Chesterfield township,13178
17,117,Gillespie township,29249
17,117,Dorchester township,20383
17,117,Barr township,03792
17,079,Smallwood township,70200
17,115,Pleasant View township,60677
17,177,Lancaster township,41885
17,177,Silver Creek township,69953
17,165,Independence township,37205
17,165,Long Branch township,44485
17,165,Raleigh township,62601
17,165,Rector township,63030
17,165,Tate township,74509
17,021,Mount Auburn township,50842
17,199,Blairsville precinct,90432
17,199,East Marion precinct,91062
17,199,Grassy precinct,91548
17,199,West Marion precinct,93690
17,071,Rozetta township,66222
17,183,Elwood township,23932
17,095,Galesburg township,28339
17,095,Henderson township,34020
17,095,Orange township,56315
17,129,Greenview No. 6 precinct,91566
17,129,Oakford No. 9 precinct,92286
17,129,Sandridge No. 8 precinct,93096
17,175,Essex township,24478
17,175,Goshen township,30627
17,107,Aetna township,00360
17,107,Elkhart township,23282
17,107,Orvil township,56705
17,107,Prairie Creek township,61574
17,107,West Lincoln township,80593
17,153,Grand Chain precinct,91476
17,153,Ullin precinct,93474
17,153,Villa Ridge precinct,93564
17,171,Exeter-Bluffs precinct,91224
17,021,May township,47631
17,015,Wysox township,83700
17,061,Kane township,38882
17,061,Rockbridge township,64824
17,061,White Hall township,81269
17,087,Belknap precinct,90346
17,087,Cache precinct,90594
17,087,Goreville No. 2 precinct,91458
17,087,Tunnel Hill precinct,93456
17,195,Erie township,24387
17,195,Lyndon township,45291
17,175,Penn township,58603
17,175,West Jersey township,80489
17,183,Blount township,06678
17,183,Butler township,10162
17,183,Carroll township,11449
17,183,Catlin township,11787
17,195,Newton township,52857
17,195,Portland township,61262
17,181,Dongola District 1 precinct,90972
17,189,Ashley township,02544
17,189,Beaucoup township,04442
17,189,Bolo township,07172
17,189,Du Bois township,20877
17,189,Irvington township,37790
17,105,Avoca township,03194
17,105,Belle Prairie township,04780
17,105,Broughton township,08888
17,105,Charlotte township,12606
17,105,Chatsworth township,12723
17,105,Dwight township,21371
17,073,Galva township,28443
17,157,Bremen precinct,90504
17,157,Chester precinct,90738
17,157,Evansville precinct,91206
17,157,Prairie du Rocher precinct,92520
17,157,Red Bud precinct,92970
17,157,Ruma precinct,93060
17,157,Sparta precinct,93222
17,183,Danville township,18576
17,183,Georgetown township,28976
17,183,Grant township,30965
17,189,Johannisburg township,38453
17,189,Lively Grove township,44108
17,189,Nashville township,51713
17,189,Pilot Knob township,59858
17,189,Plum Hill township,60807
17,007,LeRoy township,42951
17,007,Manchester township,46318
17,007,Poplar Grove township,61158
17,183,Love township,44953
17,183,McKendree township,45772
17,183,Middlefork township,48775
17,189,Richview township,63732
17,105,Eppards Point township,24309
17,105,Esmen township,24426
17,007,Spring township,71578
17,015,Cherry Grove-Shannon township,12996
17,015,Fairhaven township,24881
17,105,Fayette township,25700
17,105,Forrest township,27039
17,105,Indian Grove township,37244
17,105,Long Point township,44589
17,105,Nevada township,52077
17,105,Newtown township,52883
17,105,Odell township,55184
17,015,Mount Carroll township,50894
17,023,Casey township,11631
17,193,Emma township,24088
17,193,Hawthorne township,33591
17,193,Mill Shoals township,49360
17,015,Rock Creek-Lima township,64892
17,015,Salem township,67210
17,015,Savanna township,67834
17,015,Washington township,79020
17,015,York township,83908
17,183,Newell township,52454
17,183,Oakwood township,55015
17,183,Pilot township,59832
17,105,Owego township,57056
17,105,Pike township,59780
17,105,Pleasant Ridge township,60612
17,105,Pontiac township,61028
17,105,Reading township,63017
17,105,Round Grove township,65988
17,073,Andover township,01504
17,073,Western township,80190
17,183,Sidell township,69849
17,183,South Ross township,71227
17,051,Bowling Green township,07562
17,051,Kaskaskia township,39116
17,051,Sharon township,69017
17,105,Saunemin township,67808
17,105,Sullivan township,73482
17,105,Union township,76680
17,181,Balcom precinct,90288
17,181,Cobden District 1 precinct,90756
17,069,Cave-In-Rock precinct,90666
17,069,McFarlan precinct,91998
17,069,Monroe precinct,92170
17,181,Cobden District 2 precinct,90774
17,181,Dongola District 2 precinct,90990
17,183,Vance township,77304
17,095,Cedar township,11891
17,095,Chestnut township,13217
17,095,Copley township,16275
17,095,Elba township,22879
17,095,Haw Creek township,33552
17,095,Indian Point township,37361
17,095,Knox township,40403
17,095,Maquon township,46708
17,165,Brushy township,09122
17,165,Cottage township,16535
17,115,South Macon township,70967
17,069,Stone Church precinct,93276
17,095,Ontario township,56172
17,095,Persifer township,59221
17,095,Rio township,64161
17,095,Salem township,67223
17,095,Sparta township,71435
17,077,Bradley township,07731
17,181,Lick Creek precinct,91872
17,181,Mill Creek precinct,92142
17,181,Stokes precinct,93258
17,007,Belvidere township,05105
17,027,Clement township,14884
17,007,Bonus township,07302
17,007,Boone township,07328
17,007,Caledonia township,10435
17,183,Jamaica township,38180
17,109,Bethel township,05638
17,095,Truro township,76303
17,095,Victoria township,77824
17,193,Carmi township,11306
17,083,Elsah township,23789
17,077,De Soto township,19629
17,077,Fountain Bluff township,27260
17,077,Kinkaid township,40104
17,109,Bushnell township,10123
17,109,Colchester township,15391
17,109,Eldorado township,22996
17,125,Lynchburg township,45265
17,109,Hire township,35333
17,109,Industry township,37452
17,129,Sugar Grove No. 5 precinct,93312
17,019,Brown township,08914
17,005,Lagrange township,40741
17,005,Old Ripley township,55730
17,005,Tamalco township,74418
17,073,Alba township,00503
17,073,Annawan township,01582
17,073,Atkinson township,02739
17,073,Burns township,09824
17,073,Clover township,15040
17,073,Colona township,15677
17,073,Cornwall township,16444
17,073,Edford township,22476
17,073,Geneseo township,28859
17,073,Hanna township,32642
17,073,Kewanee township,39740
17,073,Loraine township,44732
17,039,Clintonia township,15014
17,039,Creek township,17302
17,047,Shelby No. 2 precinct,93156
17,039,Harp township,33058
17,073,Lynn township,45304
17,073,Munson township,51388
17,073,Osco township,56809
17,073,Oxford township,57108
17,073,Phenix township,59462
17,073,Weller township,79722
17,073,Wethersfield township,80983
17,073,Yorktown township,84012
17,197,Plainfield township,60300
17,197,Reed township,63108
17,197,Troy township,76212
17,197,Washington township,79059
17,197,Wesley township,79865
17,067,Dallas City township,18433
17,067,Nauvoo township,51804
17,039,Texas township,74769
17,039,Tunbridge township,76342
17,039,Wapella township,78786
17,067,Pilot Grove township,59845
17,067,Pontoosuc township,61093
17,009,Cooperstown township,16262
17,039,Wilson township,82140
17,085,Stockton township,72793
17,027,Carlyle township,11241
17,027,Lake township,40871
17,173,Ash Grove township,02466
17,143,Kickapoo township,39818
17,143,Medina township,48099
17,003,Cairo precinct,90612
17,003,Tamms precinct,93402
17,037,Squaw Grove township,72182
17,115,Austin township,03051
17,197,Wheatland township,81035
17,197,Wilmington township,82114
17,029,Charleston township,12580
17,029,Hutton township,36880
17,127,Adkins precinct,90018
17,127,East Brooklyn precinct,91026
17,123,Bennington township,05235
17,063,Aux Sable township,03090
17,173,Pickaway township,59663
17,055,Benton township,05313
17,055,Denning township,19421
17,055,Tyrone township,76576
17,127,Grant precinct,91494
17,127,Hillerman precinct,91638
17,159,German township,29028
17,159,Madison township,46006
17,159,Preston township,61847
17,201,Seward township,68783
17,181,Anna District 5 precinct,90198
17,201,Shirland township,69615
17,123,Hopewell township,36152
17,063,Braceville township,07653
17,063,Erienna township,24400
17,063,Felix township,25778
17,063,Garfield township,28677
17,173,Windsor township,82335
17,127,Jackson precinct,91692
17,127,Metropolis No. 2 precinct,92088
17,127,Metropolis No. 3 precinct,92106
17,127,West Brooklyn precinct,93672
17,007,Flora township,26441
17,191,Barnhill township,03753
17,067,Rock Creek township,64876
17,067,St. Mary township,67054
17,063,Goodfarm township,30432
17,063,Greenfield township,31381
17,063,Highland township,34657
17,063,Maine township,46175
17,123,Henry township,34176
17,191,Bedford township,04559
17,191,Berry township,05521
17,063,Mazon township,47800
17,127,Franklin precinct,91260
17,129,Indian Creek No. 7 precinct,91656
17,067,Sonora township,70499
17,033,Hutsonville township,36854
17,033,Lamotte township,41833
17,033,Montgomery township,50205
17,033,Robinson township,64720
17,033,Southwest township,71344
17,063,Wauponsee township,79345
17,063,Morris township,50504
17,063,Nettle Creek township,52038
17,191,Four Mile township,27364
17,191,Garden Hill township,28534
17,191,Grover township,31953
17,191,Hickory Hill township,34501
17,063,Norman township,53286
17,063,Vienna township,77850
17,191,Indian Prairie township,37387
17,123,Steuben township,72585
17,061,Athensville township,02700
17,191,Jasper township,38258
17,191,Keith township,39285
17,061,Bluffdale township,06860
17,061,Linder township,43809
17,129,Irish Grove No. 4 precinct,91674
17,191,Lamard township,41755
17,191,Massilon township,47501
17,129,Petersburg West No. 16 precinct,92441
17,127,Lincoln precinct,91908
17,131,Eliza township,23152
17,131,Greene township,31342
17,203,Palestine township,57290
17,203,Panola township,57537
17,203,Partridge township,58018
17,203,Spring Bay township,71611
17,203,Worth township,83544
17,163,St. Clair township,66729
17,191,Mount Erie township,50946
17,191,Orchard township,56367
17,191,Orel township,56510
17,203,Roanoke township,64603
17,191,Arrington township,02297
17,013,Point precinct,92502
17,027,Meridian township,48476
17,175,Valley township,77174
17,011,Gold township,30146
17,177,Freeport township,27897
17,177,Winslow township,82556
17,101,Bond township,07198
17,101,Denison township,19395
17,101,Lawrence township,42379
17,101,Petty township,59377
17,177,Buckeye township,09226
17,177,Loran township,44758
17,057,Astoria township,02648
17,057,Banner township,03584
17,057,Bernadotte township,05469
17,057,Buckheart township,09265
17,103,Ashton township,02596
17,177,Rock Run township,65143
17,057,Canton township,11020
17,057,Ellisville township,23542
17,057,Fairview township,25076
17,057,Farmers township,25427
17,057,Joshua township,38713
17,103,Franklin Grove township,27695
17,103,Dixon township,20175
17,103,East Grove township,21865
17,103,Hamilton township,32447
17,103,Marion township,46890
17,103,May township,47644
17,119,Godfrey village,30094
17,103,Nelson township,51960
17,103,Palmyra township,57316
17,103,South Dixon township,70694
17,103,Sublette township,73300
17,103,Viola township,78110
17,103,Willow Creek township,81971
17,197,Will township,81711
17,093,Seward township,68757
17,197,Peotone township,59065
17,059,Bowlesville township,07536
17,201,Roscoe township,65624
17,201,Burritt township,09915
17,201,Cherry Valley township,13087
17,185,Coffee precinct,90792
17,185,Lancaster precinct,91854
17,201,Durand township,21293
17,201,Harlem township,32928
17,201,Harrison township,33188
17,201,Laona township,42054
17,201,Owen township,57069
17,201,Rockford township,65013
17,201,Rockton township,65169
17,201,Winnebago township,82504
17,085,Apple River township,01686
17,085,Berreman township,05495
17,177,Dakota township,18355
17,177,Erin township,24413
17,177,Florence township,26506
17,129,Fancy Prairie No. 3 precinct,91242
17,181,Jonesboro District 2 precinct,91782
17,181,Anna District 4 precinct,90180
17,085,Council Hill township,16639
17,085,Derinda township,19551
17,085,Dunleith township,21202
17,085,Elizabeth township,23178
17,085,Guilford township,31979
17,085,Hanover township,32720
17,177,Harlem township,32902
17,177,Jefferson township,38284
17,177,Kent township,39610
17,177,Oneco township,56120
17,177,Rock Grove township,65065
17,181,Jonesboro District 3 precinct,91792
17,181,Anna District 7 precinct,90224
17,177,Waddams township,78318
17,177,West Point township,80788
17,147,Bement township,05157
17,185,Friendsville precinct,91314
17,185,Mount Carmel precinct,92214
17,113,Normal township,53247
17,117,Nilwood township,53052
17,185,Wabash precinct,93582
17,185,Compton precinct,90810
17,147,Goose Creek township,30523
17,147,Monticello township,50257
17,147,Sangamon township,67587
17,147,Willow Branch township,81906
17,071,Carman township,11280
17,071,Gladstone township,29444
17,071,Lomax township,44394
17,159,Bonpas township,07289
17,159,Olney township,55925
17,039,Santa Anna township,67639
17,071,Media township,48086
17,071,Oquawka township,56250
17,071,Stronghurst township,73274
17,095,Lynn township,45330
17,009,Ripley township,64187
17,039,Barnett township,03714
17,039,De Witt township,19785
17,039,Rutledge township,66469
17,141,Pine Creek township,59897
17,071,Terre Haute township,74730
17,161,Edgington township,22632
17,073,Cambridge township,10656
17,119,Alhambra township,00750
17,119,Fort Russell township,27130
17,119,Hamel township,32421
17,119,Marine township,46877
17,119,New Douglas township,52428
17,103,Reynolds township,63407
17,119,Olive township,55834
17,119,Pin Oak township,60014
17,119,St. Jacob township,66872
17,119,Wood River township,83284
17,113,Bellflower township,04910
17,113,Dale township,18381
17,113,Downs township,20656
17,119,Leef township,42652
17,045,Symmes township,74288
17,111,Burton township,10032
17,111,Coral township,16314
17,111,Hartland township,33305
17,089,Aurora township,03025
17,089,St. Charles township,66716
17,201,Pecatonica township,58421
17,087,Lake No. 1 precinct,91840
17,087,Vienna No. 2 precinct,93546
17,087,Lake No. 2 precinct,91842
17,093,Big Grove township,05872
17,093,Bristol township,08368
17,093,Fox township,27416
17,093,Little Rock township,44043
17,087,Bloomfield precinct,90450
17,093,Na-Au-Say township,51531
17,143,West Peoria city,80736
17,091,Rockville township,65195
17,137,South Jacksonville No. 1 precinct,93206
17,009,Buckhorn township,09291
17,009,Elkhorn township,23308
17,087,Burnside precinct,90558
17,087,Elvira precinct,91188
17,087,Goreville No. 1 precinct,91440
17,087,Grantsburg No. 1 precinct,91512
17,091,Pembroke township,58538
17,091,Pilot township,59819
17,091,St. Anne township,66651
17,091,Sumner township,73690
17,087,Grantsburg No. 2 precinct,91530
17,087,Ozark precinct,92340
17,057,Kerton township,39714
17,057,Lee township,42574
17,057,Lewistown township,43068
17,087,Simpson precinct,93168
17,087,Vienna No. 1 precinct,93528
17,087,Vienna No. 3 precinct,93552
17,057,Liverpool township,44134
17,113,Allin township,00893
17,113,Anchor township,01374
17,113,Arrowsmith township,02369
17,091,Aroma township,02245
17,091,Bourbonnais township,07484
17,025,Harter township,33266
17,025,Hoosier township,36087
17,025,Larkinsburg township,42158
17,057,Orion township,56588
17,057,Pleasant township,60430
17,057,Putman township,62276
17,137,South Jacksonville No. 3 precinct,93210
17,137,South Jacksonville No. 2 precinct,93208
17,057,Union township,76667
17,187,Coldbrook township,15404
17,187,Ellison township,23516
17,187,Floyd township,26610
17,037,Victor township,77798
17,187,Greenbush township,31277
17,137,Murrayville precinct,92232
17,023,Anderson township,01465
17,023,Douglas township,20461
17,169,Oakland township,54794
17,075,Ashkum township,02492
17,075,Belmont township,05014
17,075,Middleport township,48814
17,075,Prairie Green township,61665
17,187,Kelly township,39396
17,187,Lenox township,42847
17,187,Monmouth township,50023
17,057,Vermont township,77655
17,023,Orange township,56302
17,103,Alto township,01101
17,017,Bluff Springs township,06938
17,133,Precinct 2,92555
17,133,Precinct 3,92560
17,075,Artesia township,02401
17,075,Beaver township,04455
17,187,Swan township,74093
17,057,Woodland township,83089
17,057,Young Hickory township,84077
17,121,Kinmundy township,40130
17,133,Precinct 4,92565
17,133,Precinct 5,92570
17,121,Odin township,55223
17,133,Precinct 7,92580
17,133,Precinct 8,92585
17,133,Precinct 9,92590
17,187,Roseville township,65858
17,075,Beaverville township,04520
17,075,Crescent township,17367
17,075,Douglas township,20487
17,075,Fountain Creek township,27286
17,121,Omega township,56055
17,121,Sandoval township,67457
17,121,Patoka township,58070
17,121,Alma township,00932
17,015,Elkhorn Grove township,23321
17,133,Precinct 13,92610
17,133,Precinct 16,92625
17,133,Precinct 17,92630
17,133,Precinct 18,92635
17,133,Precinct 19,92640
17,075,Iroquois township,37725
17,075,Loda township,44277
17,075,Lovejoy township,44979
17,075,Milford township,49061
17,133,Precinct 11,92600
17,133,Precinct 14,92615
17,133,Precinct 24,92665
17,133,Precinct 27,92680
17,133,Precinct 20,92645
17,133,Precinct 23,92660
17,133,Precinct 25,92670
17,133,Precinct 26,92675
17,133,Precinct 29,92690
17,133,Precinct 30,92695
17,031,Barrington township,03831
17,031,Berwyn township,05586
17,117,Staunton township,72416
17,203,Clayton township,14793
17,075,Milks Grove township,49074
17,075,Onarga township,56094
17,075,Papineau township,57589
17,075,Pigeon Grove township,59767
17,075,Ridgeland township,63901
17,003,McClure precinct,91980
17,003,Olive Branch precinct,92304
17,003,Sandusky precinct,93114
17,075,Sheldon township,69225
17,179,Boynton township,07627
17,179,Cincinnati township,14403
17,179,Deer Creek township,18953
17,195,Genesee township,28833
17,195,Hahnaman township,32174
17,195,Hopkins township,36178
17,195,Hume township,36581
17,179,Delavan township,19239
17,179,Elm Grove township,23607
17,179,Fondulac township,26636
17,195,Montmorency township,50270
17,133,Precinct 31,92700
17,133,Precinct 32,92705
17,133,Precinct 33,92710
17,133,Precinct 34,92715
17,133,Precinct 35,92720
17,133,Precinct 36,92725
17,031,Calumet township,10474
17,031,Cicero township,14364
17,031,Lemont township,42808
17,031,New Trier township,52909
17,193,Enfield township,24192
17,193,Heralds Prairie township,34228
17,083,Richwood township,63745
17,083,Jersey township,38401
17,083,Mississippi township,49672
17,083,Otter Creek township,56952
17,083,Piasa township,59598
17,083,Quarry township,62354
17,083,Rosedale township,65689
17,077,Levan township,42990
17,077,Murphysboro township,51466
17,133,Precinct 21,92650
17,077,Sand Ridge township,67522
17,179,Groveland township,31940
17,179,Hittle township,35359
17,179,Mackinaw township,45792
17,011,Manlius township,46435
17,179,Malone township,46266
17,179,Morton township,50634
17,179,Pekin township,58460
17,105,Rooks Creek township,65520
17,125,Bath township,04169
17,077,Vergennes township,77538
17,077,Grand Tower township,30783
17,077,Pomona township,60963
17,065,Crook township,17627
17,065,Knight Prairie township,40299
17,133,Precinct 15,92620
17,133,Precinct 22,92655
17,031,County subdivisions not defined,00000
17,031,Bremen township,07939
17,031,Hanover township,32694
17,031,Niles township,53013
17,031,Proviso township,62133
17,031,Thornton township,75198
17,031,Northfield township,53676
17,031,Norwood Park township,54430
17,031,Oak Park township,54898
17,031,Orland township,56614
17,051,Hurricane township,36802
17,051,La Clede township,40533
17,051,Lone Grove township,44459
17,051,Otego township,56913
17,051,Shafter township,68926
17,051,Wheatland township,81022
17,051,Wilberton township,81568
17,077,Somerset township,70408
17,179,Spring Lake township,72130
17,179,Tremont township,75978
17,179,Washington township,79046
17,175,Toulon township,75796
17,031,Palatine township,57238
17,031,Palos township,57355
17,031,Riverside township,64434
17,031,Schaumburg township,68016
17,117,Bunker Hill township,09590
17,117,Brighton township,08277
17,195,Albany township,00529
17,051,Ramsey township,62640
17,051,Sefton township,68549
17,189,Okawville township,55483
17,189,Oakdale township,54599
17,195,Coloma township,15651
17,195,Fenton township,25817
17,195,Fulton township,28157
17,195,Garden Plain township,28586
17,099,Allen township,00763
17,099,Brookfield township,08583
17,099,Dayton township,18784
17,031,Lyons township,45447
17,031,Wheeling township,81100
17,117,Bird township,06067
17,117,Brushy Mound township,09135
17,079,Fox township,27390
17,099,Dimmick township,19980
17,099,Eagle township,21436
17,099,Earl township,21527
17,099,Eden township,22424
17,099,Fall River township,25284
17,099,Farm Ridge township,25583
17,099,Grand Rapids township,30744
17,117,Carlinville township,11209
17,117,Girard township,29405
17,117,Hillyard township,35242
17,117,Honey Point township,35996
17,195,Ustick township,77070
17,077,Elk township,23217
17,125,Allens Grove township,00844
17,099,Hope township,36100
17,099,LaSalle township,42197
17,099,Manlius township,46448
17,099,Mendota township,48346
17,099,Meriden township,48463
17,099,Miller township,49204
17,117,Mount Olive township,51037
17,117,North Otter township,54040
17,125,Forest City township,26766
17,125,Havana township,33526
17,125,Manito township,46396
17,125,Pennsylvania township,58629
17,125,Quiver township,62419
17,117,North Palmyra township,54053
17,117,Polk township,60924
17,099,Mission township,49646
17,099,Northville township,54248
17,099,Osage township,56731
17,099,Ottawa township,56939
17,099,Otter Creek township,56965
17,117,Scottville township,68419
17,117,Shaws Point township,69121
17,117,Shipman township,69576
17,117,Virden township,78162
17,131,Abington township,00126
17,117,Western Mound township,80229
17,195,Prophetstown township,61990
17,195,Sterling township,72553
17,195,Tampico township,74483
17,195,Union Grove township,76758
17,097,Moraine township,50364
17,097,Warren township,78877
17,097,Zion township,84233
17,163,Centreville township,12210
17,163,Shiloh Valley township,69550
17,163,Stookey township,72988
17,163,Millstadt township,49399
17,137,Lynnville-Markham precinct,91965
17,137,Meredosia precinct,92041
17,137,Chapin-Concord precinct,90725
